Algorithm, Epsilon, #A, #B, infile A, infile B, LocalJoin Alg, Fanout, Partitions, gridSize, Compared #, Compared %, ComparedMax, Duplicates, Results, Selectivity, filtered A, filtered B,t loading, t init, t build, t probe, t comparing, t partition, t join, t total, t deDuplicating, t analyzing, t sorting, t gridCalculate,EmptyCells(%), MaxObj, AveObj, StdObj, repA, repB
TOUCH,15,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,162973,0.332598,22508300,0,210,0.000428571,870,0,0.032,0,0.006,0.634,0.609,0.093,0,1.534,0.002,0,0.092,0,87.7358,2489,57.8302,286.593,14,14
cTOUCH,15,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,391365,0.798704,332147,0,210,0.000428571,5478,1555,0.029,0,0.019,1.407,1.402,0.217,0,3.358,0,0,0.214,0.007,84.434,3186,32.8632,239.403,425,425
dTOUCH,15,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,248595,0.507337,4256938,0,210,0.000428571,5597,870,0.029,0,0.005,0.948,0.926,0.058,0,2.104,0,0.001,0.056,0.021,89.3491,940,20.568,106.394,19,19
reTOUCH,15,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,9311,0.019002,1388676,0,210,0.000428571,5066,1190,0.029,0,0.011,0.062,0.049,0.006,0,0.246,0.002,0,0.004,0.013,166.981,1153,73.0566,183.485,319,319
TOUCH,25,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,730277,4.56423,15309200,0,305,0.00190625,72,0,0.018,0,0.003,2.652,2.624,0.053,0,5.454,0,0,0.052,0,95.1613,3704,63.3548,466.643,4,4
cTOUCH,25,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,311039,1.94399,193472,0,305,0.00190625,3067,333,0.018,0,0.011,1.124,1.12,0.118,0,2.556,0,0,0.115,0.005,84.1667,2410,38.3333,236.448,241,241
dTOUCH,25,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1535846,9.59904,3282056,0,305,0.00190625,3034,72,0.02,0,0.004,5.515,5.496,0.04,0,11.174,0.002,0,0.039,0.018,92.623,716,8.42623,66.1581,10,10
reTOUCH,25,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,14918,0.0932375,789802,0,305,0.00190625,3072,404,0.021,0,0.007,0.07,0.068,0.003,0,0.226,0,0,0.003,0.011,179.032,1256,72.9677,198.352,187,187
TOUCH,25,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,683708,2.73483,21064300,0,305,0.00122,504,0,0.027,0,0.003,2.494,2.465,0.064,0,5.18,0,0,0.063,0,94.7368,3891,59.1579,447.574,5,5
cTOUCH,25,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,238631,0.954524,114173,0,305,0.00122,4424,1833,0.022,0,0.012,0.92,0.916,0.152,0,2.224,0,0,0.149,0.005,84.3137,2305,24.4641,188.484,307,307
dTOUCH,25,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1505919,6.02368,3460378,0,305,0.00122,4046,504,0.021,0,0.003,5.389,5.365,0.052,0,10.948,0.002,0,0.05,0.022,94.4444,657,6.71528,56.4733,9,9
reTOUCH,25,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,15880,0.06352,1047867,0,305,0.00122,4045,1014,0.021,0,0.008,0.074,0.069,0.005,0,0.24,0,0,0.003,0.011,178.947,1687,65.0132,215.292,229,229
TOUCH,25,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,937518,2.60422,28705200,0,335,0.000930556,631,0,0.025,0,0.004,3.344,3.311,0.081,0,6.912,0,0,0.081,0,92.3077,4741,59,495.443,8,8
cTOUCH,25,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,539197,1.49777,1111516,0,335,0.000930556,4683,745,0.024,0,0.017,1.939,1.925,0.181,0,4.34,0.002,0,0.178,0.007,87.3626,3776,36.1099,287.915,365,365
dTOUCH,25,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2560956,7.11377,4106164,0,335,0.000930556,4523,631,0.027,0,0.004,9.137,9.092,0.059,0,18.478,0.002,0,0.057,0.044,90.8537,593,12.7317,68.5033,16,16
reTOUCH,25,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,21644,0.0601222,1347123,0,335,0.000930556,4652,1249,0.027,0,0.01,0.098,0.091,0.005,0,0.315,0,0,0.004,0.015,178.022,1103,67.022,181.721,274,274
TOUCH,25,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,1056406,2.15593,25189600,0,363,0.000740816,740,0,0.028,0,0.006,3.843,3.804,0.092,0,7.94,0,0,0.091,0,91.5094,2858,59.0566,315.11,10,10
cTOUCH,25,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,505841,1.03233,595418,0,363,0.000740816,5281,1347,0.029,0,0.019,1.822,1.81,0.214,0,4.187,0,0,0.211,0.008,84.434,3440,34.7736,256.02,425,425
dTOUCH,25,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2164407,4.41716,7081260,0,363,0.000740816,5139,740,0.033,0,0.006,7.66,7.615,0.061,0,15.545,0,0,0.06,0.045,90.2299,1200,21.1092,123.501,18,18
reTOUCH,25,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,24419,0.0498347,2623776,0,363,0.000740816,4720,958,0.035,0,0.012,0.114,0.107,0.006,0,0.381,0,0,0.005,0.021,175.472,1689,78.5094,236.45,319,319
TOUCH,35,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2783393,17.3962,15386300,0,457,0.00285625,57,0,0.017,0,0.003,9.869,9.826,0.053,0,19.887,0.002,0,0.052,0,95.1613,3728,63.5968,469.644,4,4
cTOUCH,35,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,383757,2.39848,479425,0,457,0.00285625,2989,269,0.017,0,0.011,1.382,1.374,0.117,0,3.066,0,0,0.114,0.005,83.3333,2473,39.5167,243.112,241,241
dTOUCH,35,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6517502,40.7344,2218576,0,457,0.00285625,3251,57,0.017,0,0.003,22.985,22.955,0.042,0,46.11,0.006,0,0.04,0.026,94.2623,514,6.62295,49.0176,8,8
reTOUCH,35,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,32021,0.200131,1068052,0,457,0.00285625,2973,326,0.021,0,0.006,0.131,0.127,0.004,0,0.364,0.002,0,0.003,0.018,177.419,901,75.8226,186.352,187,187
TOUCH,35,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,2564564,10.2583,21750900,0,457,0.001828,404,0,0.028,0,0.004,9.093,9.049,0.064,0,18.38,0.001,0,0.063,0,94.7368,4069,60.4737,466.612,5,5
cTOUCH,35,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,334272,1.33709,185723,0,457,0.001828,4394,1601,0.022,0,0.012,1.198,1.194,0.15,0,2.778,0,0,0.147,0.005,83.6601,2387,26.1765,196.063,307,307
dTOUCH,35,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,6428907,25.7156,4028917,0,457,0.001828,3994,404,0.024,0,0.004,22.64,22.603,0.049,0,45.456,0.006,0,0.047,0.034,95.2381,791,6.90476,65.8914,8,8
reTOUCH,35,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,33280,0.13312,1835822,0,457,0.001828,3947,944,0.022,0,0.009,0.142,0.136,0.004,0,0.392,0.002,0,0.003,0.017,181.579,1189,67.2237,191.723,229,229
TOUCH,35,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,3641532,10.1154,29155900,0,513,0.001425,552,0,0.03,0,0.004,12.962,12.91,0.079,0,26.155,0.002,0,0.078,0,92.3077,4807,59.8681,502.316,8,8
cTOUCH,35,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,677388,1.88163,1386447,0,513,0.001425,4415,508,0.025,0,0.016,2.437,2.434,0.183,0,5.341,0,0,0.18,0.008,86.8132,5206,38.8846,386.933,365,365
dTOUCH,35,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,11817045,32.8251,3461274,0,513,0.001425,4367,552,0.025,0,0.005,42.229,42.15,0.057,0,84.656,0.006,0,0.056,0.076,90.9639,397,13.4639,60.4877,16,16
reTOUCH,35,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,45295,0.125819,2021429,0,513,0.001425,4491,931,0.028,0,0.01,0.191,0.186,0.006,0,0.519,0,0,0.004,0.023,179.121,1447,72.2857,221.078,274,274
TOUCH,35,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,4139208,8.44736,28192200,0,553,0.00112857,675,0,0.031,0,0.006,14.676,14.613,0.093,0,29.615,0.002,0,0.092,0,92.4528,3317,59.6698,351.651,9,9
cTOUCH,35,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,700292,1.42917,1030775,0,553,0.00112857,4997,1144,0.032,0,0.02,2.521,2.513,0.214,0,5.596,0.001,0,0.211,0.009,85.3774,3696,37.0708,269.893,425,425
dTOUCH,35,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,9690766,19.7771,5942540,0,553,0.00112857,5154,675,0.03,0,0.005,34.414,34.339,0.068,0,69.061,0.004,0.001,0.066,0.073,90.6077,951,18.5856,105.2,18,18
reTOUCH,35,7000,7000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,51376,0.104849,3537149,0,553,0.00112857,4472,840,0.03,0,0.012,0.218,0.21,0.006,0,0.601,0,0,0.005,0.033,180.189,2373,81.9623,282.325,319,319
TOUCH,45,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,8137922,50.862,15564800,0,601,0.00375625,22,0,0.018,0,0.004,28.498,28.428,0.053,0,57.149,0.006,0,0.053,0,95.1613,3758,64.1613,473.543,4,4
cTOUCH,45,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,499406,3.12129,602903,0,601,0.00375625,2899,230,0.02,0,0.011,1.777,1.773,0.119,0,3.869,0,0,0.117,0.006,85.8333,2642,40.5917,255.43,241,241
dTOUCH,45,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,19327636,120.798,2582772,0,601,0.00375625,2932,22,0.018,0,0.004,67.824,67.767,0.047,0,135.804,0.014,0,0.047,0.05,94.3548,414,8.8871,52.45,8,8
reTOUCH,45,4000,4000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,55130,0.344562,1448771,0,601,0.00375625,2915,250,0.021,0,0.006,0.219,0.212,0.004,0,0.558,0.002,0,0.003,0.026,177.419,1029,77.9839,192.033,187,187
TOUCH,45,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,7301773,29.2071,22863000,0,601,0.002404,235,0,0.021,0,0.004,25.903,25.838,0.065,0,51.987,0.004,0,0.064,0,94.7368,4351,62.6974,497.358,5,5
cTOUCH,45,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,393058,1.57223,285517,0,601,0.002404,4223,1423,0.025,0,0.013,1.419,1.414,0.152,0,3.232,0,0,0.149,0.005,82.3529,2453,28.4575,203.805,307,307
dTOUCH,45,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,18890326,75.5613,4650000,0,601,0.002404,3914,235,0.024,0,0.004,68.387,68.322,0.057,0,136.965,0.012,0,0.055,0.059,94.6309,915,7.32215,75.0903,9,9
reTOUCH,45,5000,5000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,56365,0.22546,1991305,0,601,0.002404,3906,838,0.025,0,0.008,0.231,0.221,0.005,0,0.591,0,0,0.004,0.024,180.263,1138,69.1579,193.507,229,229
TOUCH,45,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,10385418,28.8484,29534500,0,675,0.001875,499,0,0.025,0,0.005,37.662,37.584,0.08,0,75.547,0.004,0,0.079,0,94.5055,4864,60.4505,507.847,6,6
cTOUCH,45,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,821934,2.28315,1625921,0,675,0.001875,4316,322,0.026,0,0.016,3.048,3.039,0.188,0,6.577,0,0,0.184,0.008,90.1099,5456,40.4505,405.888,365,365
dTOUCH,45,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,37221788,103.394,4851280,0,675,0.001875,4264,499,0.028,0,0.005,135.765,135.631,0.065,0,271.751,0.02,0,0.063,0.124,93.4132,935,13.9581,85.8573,12,12
reTOUCH,45,6000,6000,../data/RawData-segment-object-1M-Axons.bin,../data/RawData-segment-object-1M-Dendrites.bin,SGrid,2,4,100,77424,0.215067,2689402,0,675,0.001875,4409,700,0.026,0,0.01,0.308,0.302,0.005,0,0.759,0,0,0.004,0.029,182.418,1834,75.7253,261.795,274,274
